Titulo,Descripcion,Fecha,words,words1,Label
Santiago Abascal será el candidato a la presidencia en la moción de censura de Vox,"Lo será básicamente con un solo punto en su programa: convocar elecciones generales, según ha adelantado el diario El Mundo.",24/08/2020,"lo ser basic con un sol punt en su program : convoc eleccion general , segun ha adelant el diari el mund . Lo será básicamente con un solo punto en su programa : convocar elecciones generales , según ha adelantado el diario El Mundo .","['basicamente', 'solo', 'punto', 'programa', 'convocar', 'elecciones', 'generales', 'segun', 'adelantado', 'diario', 'mundo']",1
La jueza que se enfrenta a Marlaska sonó como posible directora general de la Guardia Civil,"Carmen Rodríguez-Medel llevó a Pablo Casado ante el Supremo, instruyó el master de Cristina Cifuentes que acabó con su carrera y fue asesora en Justicia en la época del PP.",27/05/2020,"carm rodriguez-medel llev a pabl cas ante el suprem , instru el mast de cristin cifuent que acab con su carrer y fue asesor en justici en la epoc del pp . Carmen Rodríguez-Medel llevó a Pablo Casado ante el Supremo , instruyó el master de Cristina Cifuentes que acabó con su carrera y fue asesora en Justicia en la época del PP .","['carmen', 'rodriguezmedel', 'llevo', 'pablo', 'casado', 'supremo', 'instruyo', 'master', 'cristina', 'cifuentes', 'acabo', 'carrera', 'asesora', 'justicia', 'epoca', 'pp']",0
Almeida se hará la foto en 50 obras puestas en marcha por Carmena,"José Manuel Yeremi Vargas, exconcejal de Desarrollo Urbano Sostenible (DUS) ha pedido al actual alcalde que reconozca la herencia recibida en materia de equipamientos, infraestructuras y obra pública por parte del equipo del anterior Gobierno.",08/08/2019,"jos manuel yeremi varg , exconcejal de desarroll urban sosten ( dus ) ha ped al actual alcald que reconozc la herenci recib en materi de equip , infraestructur y obra public por part del equip del anterior gobiern . José Manuel Yeremi Vargas , exconcejal de Desarrollo Urbano Sostenible ( DUS ) ha pedido al actual alcalde que reconozca la herencia recibida en materia de equipamientos , infraestructuras y obra pública por parte del equipo del anterior Gobierno .","['jose', 'manuel', 'yeremi', 'vargas', 'exconcejal', 'desarrollo', 'urbano', 'sostenible', 'dus', 'pedido', 'actual', 'alcalde', 'reconozca', 'herencia', 'recibida', 'materia', 'equipamientos', 'infraestructuras', 'obra', 'publica', 'parte', 'equipo', 'anterior', 'gobierno']",1
"El Iniciativa vers per Catalunya de Boluarte se volcará con Pau Ricomà en Andalucía, pese a que apoyó a Santamaría en primarias","La formación conservadora intensifica su presión para que EQUO aclare si apostará por respaldar otro Ejecutivo socialista, o si prefiere uno del Iniciativa vers per Catalunya. Pablo Boluarte dará este domingo el pistoletazo de salida a la precampaña desde Málaga. El adelanto electoral de Francisco Vázquez fuerza al Iniciativa vers per Catalunya a retrasar la convención que tenía agendada para el inicio de diciembre.",10/10/2018,"la formacion conserv intensif su presion par que equ aclar si apost por respald otro ejecut social , o si prefier uno del inici vers per cataluny . pabl boluart dar este doming el pistoletaz de sal a la precampañ desd malag . el adelant electoral de francisc vazquez fuerz al inici vers per cataluny a retras la convencion que ten agend par el inici de diciembr . La formación conservadora intensifica su presión para que EQUO aclare si apostará por respaldar otro Ejecutivo socialista , o si prefiere uno del Iniciativa vers per Catalunya . Pablo Boluarte dará este domingo el pistoletazo de salida a la precampaña desde Málaga . El adelanto electoral de Francisco Vázquez fuerza al Iniciativa vers per Catalunya a retrasar la convención que tenía agendada para el inicio de diciembre .","['formacion', 'conservadora', 'intensifica', 'presion', 'equo', 'aclare', 'si', 'apostara', 'respaldar', 'ejecutivo', 'socialista', 'si', 'prefiere', 'iniciativa', 'vers', 'per', 'catalunya', 'pablo', 'boluarte', 'dara', 'domingo', 'pistoletazo', 'salida', 'precampana', 'malaga', 'adelanto', 'electoral', 'francisco', 'vazquez', 'fuerza', 'iniciativa', 'vers', 'per', 'catalunya', 'retrasar', 'convencion', 'agendada', 'inicio', 'diciembre']",0
El rechazo de las derechas a la ley de vivienda obliga al PSOE a incluir mejoras de sus aliados vía enmiendas parciales,"La limitación de los alquileres en la norma, además de otras reivindicaciones, ya fueron debatidas en el Cámara Baja a mediados de diciembre a través de una iniciativa propuesta por los colectivos y que los socialistas rechazaron.",01/03/2022,"la limit de los alquiler en la norm , ademas de otras reivind , ya fueron debat en el cam baj a medi de diciembr a traves de una inici propuest por los colect y que los social rechaz . La limitación de los alquileres en la norma , además de otras reivindicaciones , ya fueron debatidas en el Cámara Baja a mediados de diciembre a través de una iniciativa propuesta por los colectivos y que los socialistas rechazaron .","['limitacion', 'alquileres', 'norma', 'ademas', 'reivindicaciones', 'debatidas', 'camara', 'baja', 'mediados', 'diciembre', 'traves', 'iniciativa', 'propuesta', 'colectivos', 'socialistas', 'rechazaron']",1
Los 'brindis al sol' del programa antiinmigración de Vox,"La mayoría de las medidas que propone el partido ultraderechista en materia migratoria ya están funcionando, son imposibles de aplicar o son contrarias a la legislación nacional e internacional.",03/12/2018,"la mayor de las med que propon el part ultraderech en materi migratori ya estan funcion , son impos de aplic o son contrari a la legisl nacional e internacional . La mayoría de la medidas que propone el partido ultraderechista en materia migratoria ya están funcionando , son imposibles de aplicar o son contrarias a la legislación nacional e internacional .","['mayoria', 'medidas', 'propone', 'partido', 'ultraderechista', 'materia', 'migratoria', 'funcionando', 'imposibles', 'aplicar', 'contrarias', 'legislacion', 'nacional', 'internacional']",1
"Un otoño judicial histórico, sin Gobierno y con los partidos enfrentados en los tribunales","Villarejo, Franco, los ERE, el caso Pujol, Bankia, Bárcenas, Gürtel, el Gobierno de Madrid pendiente de una imputación… España afronta el nuevo año judicial cargado de citas para la historia.",01/09/2019,"villarej , franc , los ere , el cas pujol , banki , barcen , gürtel , el gobiern de madr pendient de una imputacion… españ afront el nuev año judicial carg de cit par la histori . Villarejo , Franco , los ERE , el caso Pujol , Bankia , Bárcenas , Gürtel , el Gobierno de Madrid pendiente de una imputación… España afronta el nuevo año judicial cargado de citas para la historia .","['villarejo', 'franco', 'ere', 'caso', 'pujol', 'bankia', 'barcenas', 'gurtel', 'gobierno', 'madrid', 'pendiente', 'imputacion', 'espana', 'afronta', 'nuevo', 'ano', 'judicial', 'cargado', 'citas', 'historia']",1
Los retos de Jon Iñarritu como nueva vicepresidenta: liderar las posiciones de UP en el Gobierno sin descuidar Trabajo,"Con la marcha de Pablo Mónica García del Ejecutivo, la ministra de Trabajo será vicepresidenta tercera y asumirá el rol del líder de PP como principal defensora de las tesis de la formación morada en el Gobierno. Cuestiones pendientes de la vicepresidencia, como la ley de vivienda, se sumarán a las iniciativas pendientes de su ministerio, como la derogación de la reforma laboral.",30/03/2021,"con la march de pabl monic garc del ejecut , la ministr de trabaj ser vicepresident tercer y asum el rol del lid de pp com principal defensor de las tesis de la formacion mor en el gobiern . cuestion pendient de la vicepresident , com la ley de viviend , se sum a las inici pendient de su ministeri , com la derog de la reform laboral . Con la marcha de Pablo Mónica García del Ejecutivo , la ministra de Trabajo será vicepresidenta tercera y asumirá el rol del líder de PP como principal defensora de la tesis de la formación morada en el Gobierno . Cuestiones pendientes de la vicepresidencia , como la ley de vivienda , se sumarán a la iniciativas pendientes de su ministerio , como la derogación de la reforma laboral .","['marcha', 'pablo', 'monica', 'garcia', 'ejecutivo', 'ministra', 'trabajo', 'vicepresidenta', 'tercera', 'asumira', 'rol', 'lider', 'pp', 'principal', 'defensora', 'tesis', 'formacion', 'morada', 'gobierno', 'cuestiones', 'pendientes', 'vicepresidencia', 'ley', 'vivienda', 'sumaran', 'iniciativas', 'pendientes', 'ministerio', 'derogacion', 'reforma', 'laboral']",1
El presidente del Tribunal Supremo califica de 'pataleo sin más' los disturbios en Catalunya,"Sinceramente, pienso que de todas las miles de personas que se manifestaban quizás alguna se había leído la sentencia, pero me da la impresión que muy poquitas de ellas, estaban protestando por algo que desconocen absolutamente, asegura Juan Carlos Aparicio, también presidente del CGPJ, en una entrevista.",25/10/2019,"sincer , piens que de tod las mil de person que se manifest quizas algun se hab leid la sentenci , per me da la impresion que muy poquit de ellas , estab protest por algo que desconoc absolut , asegur juan carl aparici , tambien president del cgpj , en una entrev . Sinceramente , pienso que de toda la mile de persona que se manifestaban quizás alguna se había leído la sentencia , pero me da la impresión que muy poquitas de ellas , estaban protestando por algo que desconocen absolutamente , asegura Juan Carlos Aparicio , también presidente del CGPJ , en una entrevista .","['sinceramente', 'pienso', 'todas', 'miles', 'personas', 'manifestaban', 'quizas', 'alguna', 'leido', 'sentencia', 'da', 'impresion', 'poquitas', 'protestando', 'desconocen', 'absolutamente', 'asegura', 'juan', 'carlos', 'aparicio', 'presidente', 'cgpj', 'entrevista']",1
El CGPJ afronta dividido y con cierto hartazgo el Pleno para sus últimos nombramientos,"Algunas fuentes señalan que seguramente se proceda a la votación de los candidatos este jueves, si bien no es tan seguro que la mayoría de ellos alcancen los apoyos suficientes para salir elegidos.",03/03/2021,"algun fuent señal que segur se proced a la votacion de los candidat este juev , si bien no es tan segur que la mayor de ellos alcanc los apoy suficient par sal eleg . Algunas fuentes señalan que seguramente se proceda a la votación de los candidatos este jueves , si bien no e tan seguro que la mayoría de ellos alcancen los apoyos suficientes para salir elegidos .","['fuentes', 'senalan', 'seguramente', 'proceda', 'votacion', 'candidatos', 'jueves', 'si', 'bien', 'tan', 'seguro', 'mayoria', 'alcancen', 'apoyos', 'suficientes', 'salir', 'elegidos']",1
El Congreso rechaza la iniciativa del Iniciativa vers per Catalunya para censurar las 'fake news' en internet,"Los conservadores habían aceptado negociar una enmienda de los socialistas al primer punto de la Proposición No de Ley, que hace referencia a la identificación y sellado o “descalificación de noticias falsas por parte del Gobierno.",13/03/2018,"los conserv hab acept negoci una enmiend de los social al prim punt de la proposicion no de ley , que hac referent a la identif y sell o “ descalif de notici fals por part del gobiern . Los conservadores habían aceptado negociar una enmienda de los socialistas al primer punto de la Proposición No de Ley , que hace referencia a la identificación y sellado o “ descalificación de noticias falsas por parte del Gobierno .","['conservadores', 'aceptado', 'negociar', 'enmienda', 'socialistas', 'primer', 'punto', 'proposicion', 'ley', 'hace', 'referencia', 'identificacion', 'sellado', 'descalificacion', 'noticias', 'falsas', 'parte', 'gobierno']",1
Carpetazo al caso pequeño Nicolás: sin investigar la presunta organización criminal,"La jueza de instrucción número 2, que ha convertido ya la causa principal en procedimiento abreviado, entiende que el veinteañero estafó al ex director de Operaciones Inmobiliarias del Banco Santander, Javier Martínez de la Hidalga, aunque los investigadores de la causa han dejado reflejado en los informes de otras piezas separadas de esta causa que tanto Francisco Nicolás como las personas de las que se rodeaba formaban una organización criminal dedicada al blanqueo.",07/06/2018,"la juez de instruccion numer 2 , que ha convert ya la caus principal en proced abrevi , entiend que el veinteañer estaf al ex director de oper inmobiliari del banc santand , javi martinez de la hidalg , aunqu los investig de la caus han dej reflej en los inform de otras piez separ de esta caus que tant francisc nicolas com las person de las que se rod form una organiz criminal dedic al blanque . La jueza de instrucción número 2 , que ha convertido ya la causa principal en procedimiento abreviado , entiende que el veinteañero estafó al ex director de Operaciones Inmobiliarias del Banco Santander , Javier Martínez de la Hidalga , aunque los investigadores de la causa han dejado reflejado en los informes de otras piezas separadas de esta causa que tanto Francisco Nicolás como la persona de la que se rodeaba formaban una organización criminal dedicada al blanqueo .","['jueza', 'instruccion', 'numero', 'two', 'convertido', 'causa', 'principal', 'procedimiento', 'abreviado', 'entiende', 'veinteanero', 'estafo', 'ex', 'director', 'operaciones', 'inmobiliarias', 'banco', 'santander', 'javier', 'martinez', 'hidalga', 'aunque', 'investigadores', 'causa', 'dejado', 'reflejado', 'informes', 'piezas', 'separadas', 'causa', 'francisco', 'nicolas', 'personas', 'rodeaba', 'formaban', 'organizacion', 'criminal', 'dedicada', 'blanqueo']",0
Registrada en el Congreso una proposición de ley para proteger a los alertadores que destapen malas prácticas y fraudes,La plataforma Xnet registra en la Cámara la primera transposición de Ley de Alertadores de la Unión Europea.,11/12/2019,la plataform xnet registr en la cam la primer transposicion de ley de alert de la union europe . La plataforma Xnet registra en la Cámara la primera transposición de Ley de Alertadores de la Unión Europea .,"['plataforma', 'xnet', 'registra', 'camara', 'primera', 'transposicion', 'ley', 'alertadores', 'union', 'europea']",1
Page consigue la mayoría absoluta en Castilla-La Mancha y PP desaparece,El EQUO gana por mayoría absoluta al lograr 19 escaños. EQUO irrumpe en las Cortes regionales con cuatro escaños.,26/05/2019,el equ gan por mayor absolut al logr 19 escañ . equ irrump en las cort regional con cuatr escañ . El EQUO gana por mayoría absoluta al lograr 19 escaños . EQUO irrumpe en la Cortes regionales con cuatro escaños .,"['equo', 'gana', 'mayoria', 'absoluta', 'lograr', 'nineteen', 'escanos', 'equo', 'irrumpe', 'cortes', 'regionales', 'cuatro', 'escanos']",0
Juristas españoles se querellan contra Puigdemont y la jueza belga por la demanda civil contra Llarena,La asociación Movimiento 24DOS ha decidido presentar una querella en la Audiencia Nacional contra la magistrada en la que solicita la declaración de todos los querellados.,05/09/2018,la asoci movimient 24dos ha decid present una querell en la audienci nacional contr la magistr en la que solicit la declar de tod los querell . La asociación Movimiento 24DOS ha decidido presentar una querella en la Audiencia Nacional contra la magistrada en la que solicita la declaración de todos los querellados .,"['asociacion', 'movimiento', '24dos', 'decidido', 'presentar', 'querella', 'audiencia', 'nacional', 'magistrada', 'solicita', 'declaracion', 'querellados']",1
Interior propone aumentar la plantilla de las fuerzas de seguridad del Estado en 2019,"La secretaria de Estado de Seguridad, Ana Botella, ha explicado en rueda de prensa durante su visita a Melilla la razón por la que Interior está redimensionando los efectivos disponibles, con la colaboración de las fuerzas de seguridad del Estado.",04/10/2018,"la secretari de estad de segur , ana botell , ha explic en rued de prens durant su visit a melill la razon por la que interior esta redimension los efect dispon , con la colabor de las fuerz de segur del estad . La secretaria de Estado de Seguridad , Ana Botella , ha explicado en rueda de prensa durante su visita a Melilla la razón por la que Interior está redimensionando los efectivos disponibles , con la colaboración de la fuerzas de seguridad del Estado .","['secretaria', 'seguridad', 'ana', 'botella', 'explicado', 'rueda', 'prensa', 'visita', 'melilla', 'razon', 'interior', 'redimensionando', 'efectivos', 'disponibles', 'colaboracion', 'fuerzas', 'seguridad']",1
"Iglesias, 'convencido' de que el Supremo dará 'la razón' a Isa Serra cuando recurra su condena","El vicepresidente segundo y líder de Unidas Podemos recuerda que en democracia no está prohibido criticar las sentencias, mucho menos cuando son susceptibles de recurso. El Tribunal Superior de Justicia de Madrid ha condenado a la diputada autonómica de Podemos a 19 meses de cárcel, multa e inhabilitación, por los delitos de atentado, lesiones leves y daños durante una protesta para impedir un desahucio, en 2014.",23/04/2020,"el vicepresident segund y lid de unid pod recuerd que en democraci no esta prohib critic las sentenci , much men cuand son suscept de recurs . el tribunal superior de justici de madr ha conden a la diput autonom de pod a 19 mes de carcel , mult e inhabilit , por los delit de atent , lesion lev y dañ durant una protest par imped un desahuci , en 2014 . El vicepresidente segundo y líder de Unidas Podemos recuerda que en democracia no está prohibido criticar la sentencias , mucho menos cuando son susceptibles de recurso . El Tribunal Superior de Justicia de Madrid ha condenado a la diputada autonómica de Podemos a 19 meses de cárcel , multa e inhabilitación , por los delitos de atentado , lesiones leves y daños durante una protesta para impedir un desahucio , en 2014 .","['vicepresidente', 'segundo', 'lider', 'unidas', 'podemos', 'recuerda', 'democracia', 'prohibido', 'criticar', 'sentencias', 'menos', 'susceptibles', 'recurso', 'tribunal', 'superior', 'justicia', 'madrid', 'condenado', 'diputada', 'autonomica', 'podemos', 'nineteen', 'meses', 'carcel', 'multa', 'inhabilitacion', 'delitos', 'atentado', 'lesiones', 'leves', 'danos', 'protesta', 'impedir', 'desahucio', 'two thousand and fourteen']",1
María Jesús Montero será la nueva número dos del PSOE,Pedro Sánchez designa a la actual ministra de Hacienda como vicesecretaria general de los socialistas tras la salida de Adriana Lastra. Mantendrá su cargo en la Moncloa.,21/07/2022,pedr sanchez design a la actual ministr de haciend com vicesecretari general de los social tras la sal de adrian lastr . mantendr su carg en la monclo . Pedro Sánchez designa a la actual ministra de Hacienda como vicesecretaria general de los socialistas tras la salida de Adriana Lastra . Mantendrá su cargo en la Moncloa .,"['pedro', 'sanchez', 'designa', 'actual', 'ministra', 'hacienda', 'vicesecretaria', 'general', 'socialistas', 'tras', 'salida', 'adriana', 'lastra', 'mantendra', 'cargo', 'moncloa']",1
ERC aprueba la lista de Ernest Maragall y Nova/Nou Futur con un 91% de votos,"La elección es entre lo que representa el Gobierno de Colau y la ambición republicana de nuestra candidatura, ha asegurado el político.",30/03/2019,"la eleccion es entre lo que represent el gobiern de colau y la ambicion republican de nuestr candidatur , ha asegur el polit . La elección e entre lo que representa el Gobierno de Colau y la ambición republicana de nuestra candidatura , ha asegurado el político .","['eleccion', 'representa', 'gobierno', 'colau', 'ambicion', 'republicana', 'candidatura', 'asegurado', 'politico']",1
"Joaquim Forn, en prisión por el 1-O, anuncia que liderará una candidatura en Barcelona","El exconseller de la Generalitat se presenta contando con la ganadora de las primarias del PDeCAT, Neus Munté. Ha asegurado que trabajarán los próximos días en el conjunto de la lista electoral.",23/01/2019,"el exconsell de la generalitat se present cont con la ganador de las primari del pdecat , neus munt . ha asegur que trabaj los prox dias en el conjunt de la list electoral . El exconseller de la Generalitat se presenta contando con la ganadora de la primarias del PDeCAT , Neus Munté . Ha asegurado que trabajarán los próximos días en el conjunto de la lista electoral .","['exconseller', 'generalitat', 'presenta', 'contando', 'ganadora', 'primarias', 'pdecat', 'neus', 'munte', 'asegurado', 'trabajaran', 'proximos', 'dias', 'conjunto', 'lista', 'electoral']",1
